REID,Pin Num,Land Value , Bldg Value , Misc Imprv Value ,  Deferred & Exempt Value,Total Taxable Value
4825,8684911040,6944,0,0,0,6944
4826,8685735024,10768,0,0,1538,9230
4828,8695558925,500,0,0,0,500
4833,8653133247,6347,0,0,0,6347
4835,8673318166,3885,0,0,1855,2030
4836,8673433961,10000,0,0,0,10000
4837,8663967741,222000,0,0,123830,98170
4838,8673831715,96830,0,0,33420,63410
4840,9999999999,12600,0,0,0,12600
4841,8663328940,8505,0,0,0,8505
4843,8632229031,110250,0,0,67865,42385
4855,8694588009,1200,0,0,0,1200
4857,8685423155,42000,0,2000,25340,18660
4858,8675984077,11200,0,0,0,11200
4860,8653557755,80000,0,0,62700,17300
4861,8653741027,67500,0,0,46980,20520
4863,8653467381,26047,0,6,2797,23256
4866,8685224823,130900,0,0,93525,37375
4868,8663988769,45240,0,0,0,45240
4870,8684368611,10579,0,0,0,10579
4873,8685427024,19412,0,1000,0,20412
4880,8642199017,10800,0,0,1530,9270
4881,8663423542,24000,0,0,0,24000
4883,9999999999,9363,0,0,0,9363
4885,8622812586,10080,0,0,0,10080
4886,8684999290,11900,0,3600,0,15500
4891,8695565122,500,0,0,0,500
4893,8683895124,63784,0,0,21728,42056
4896,8673539091,13792,0,0,6374,7418
4899,9999999999,1749,0,0,1234,515
4901,8683584855,60000,0,0,36200,23800
4902,8684529967,276900,0,0,196650,80250
4905,9999999999,2400,0,0,950,1450
4906,8695231622,6600,0,0,0,6600
4907,8683110354,116750,0,0,11760,104990
4908,8683115567,80000,0,0,19440,60560
4911,9999999999,1199,0,0,1034,165
4914,8661882051,13900,0,0,0,13900
4920,8683563027,55000,0,0,35970,19030
4921,8683600103,2100,0,0,0,2100
4922,8672290416,12000,0,1500,0,13500
4923,8683364246,67100,0,0,48070,19030
4926,8683545905,12970,0,0,8805,4165
4928,9999999999,8736,0,0,0,8736
4929,8673025692,6000,0,100,0,6100
4930,8683865929,22000,0,0,12485,9515
4931,8673002790,9234,0,0,0,9234
4932,8684900633,7490,0,0,0,7490
4933,9999999999,10600,0,0,7420,3180
4935,8673939812,94980,0,0,57305,37675
4937,8673009935,17543,0,0,0,17543
4938,8682498457,6000,0,0,4200,1800
4939,8683344079,175200,0,0,124684,50516
4941,8683324550,78000,0,0,55510,22490
4943,8683237277,78000,0,0,55510,22490
4945,8684081808,3198,0,2100,0,5298
4947,9999999999,5400,0,0,3780,1620
4949,8683376959,176910,0,0,125901,51009
4951,8694130512,6000,0,0,0,6000
4953,8673207189,3698,0,0,1353,2345
4954,8673037546,8000,0,0,0,8000
4956,8673420774,7416,0,0,4326,3090
4957,8663977547,48750,0,0,35775,12975
4962,9999999999,8000,0,0,0,8000
4963,8695540018,12000,0,0,0,12000
4964,8673639573,10000,0,0,0,10000
4965,8671180168,9206,0,0,0,9206
4971,8673391718,11250,0,0,0,11250
4972,8653237301,5000,0,0,0,5000
4974,8673103597,4000,0,0,0,4000
4977,8663730325,17280,0,0,0,17280
4978,8662791479,7416,0,0,0,7416
4980,8684738210,500,0,0,0,500
4981,8676516816,32000,0,0,11400,20600
4982,8684084291,12000,0,0,0,12000
4984,8622855660,27585,0,0,18279,9306
4986,8695446293,3600,0,0,0,3600
4989,7642285969,0,0,3000,0,3000
4992,8694488246,8500,0,0,0,8500
4994,8685573002,17750,0,0,0,17750
4995,8685540045,20210,0,0,0,20210
4997,8683033695,31973,0,0,19478,12495
5000,8683048440,6720,0,0,5530,1190
5001,8661995799,12000,0,0,0,12000
5003,8694583149,6666,0,0,0,6666
5004,8684191013,15400,0,0,0,15400
5005,8696801573,514,0,0,0,514
5008,8643819802,20497,0,0,0,20497
5010,9999999999,7416,0,0,0,7416
5012,8632017740,70875,0,0,33390,37485
5013,8622939145,373750,0,0,236900,136850
5015,8632225960,240300,0,0,157156,83144
5016,9999999999,15600,0,0,0,15600
5018,9999999999,40,0,0,40,0
5020,8661683229,8119,0,0,0,8119
5022,8682054647,6000,0,0,0,6000
5023,9999999999,16000,0,0,0,16000
5024,8661683602,7440,0,0,0,7440
5026,8685546317,8000,0,0,0,8000
5029,8662800500,7440,0,0,0,7440
5032,9999999999,15000,0,0,0,15000
5038,8661982928,13941,0,0,0,13941
5040,8661985833,3498,0,0,0,3498
5043,8661983783,3498,0,0,0,3498
5044,9999999999,8680,0,0,0,8680
5045,8662900032,17004,0,0,0,17004
5046,8661986577,3339,0,0,0,3339
5049,8661880113,16152,0,0,0,16152
5054,9999999999,19420,0,0,0,19420
5057,9999999999,22400,0,0,3920,18480
5059,8673511869,3090,0,0,1110,1980
5060,8674903233,121280,0,0,88043,33237
5062,8635518264,264600,0,0,0,264600
5063,8683772476,48000,0,0,34160,13840
5064,8643809071,68000,0,0,41625,26375
5065,8684978363,55500,0,0,33485,22015
5066,8683982787,78470,0,0,30010,48460
5067,8673435006,11400,0,0,5945,5455
5069,9999999999,22200,0,0,9990,12210
5078,8695561277,500,0,0,0,500
5079,8642890390,71327,0,0,0,71327
5085,8685475516,80608,0,0,59148,21460
5087,8685682190,219600,0,0,161528,58072
5095,8694030123,6244,0,0,0,6244
5099,8693154819,4000,0,0,0,4000
5101,8693288973,5500,0,0,0,5500
5102,8693175827,132980,0,192,0,133172
5104,9999999999,24000,0,0,0,24000
5105,9999999999,2400,0,0,0,2400
5106,9999999999,600,0,0,0,600
5107,8695237438,6000,0,0,0,6000
5109,8693164445,12000,0,0,0,12000
5113,8695339725,82500,0,7500,0,90000
5115,8684739761,14000,0,0,0,14000
5119,9999999999,12000,0,0,0,12000
5121,8685691966,97840,0,0,67315,30525
5122,8675970463,15862,0,0,0,15862
5125,8661779413,12000,0,0,0,12000
5126,8661788007,6203,0,0,0,6203
5128,8674953492,16875,0,1500,0,18375
5132,8693132894,10000,0,0,0,10000
5133,8685947344,13000,0,0,0,13000
5134,8663636303,10000,0,1500,0,11500
5139,9609706808,1125335,0,0,0,1125335
5140,8695449122,12000,0,0,0,12000
5144,8685588895,12000,0,0,0,12000
5145,8695359811,2400,0,0,0,2400
5151,8685586767,6000,0,0,0,6000
5154,8695357434,1500,0,0,0,1500
5155,9999999999,2797,0,0,0,2797
5156,8685694098,12000,0,0,0,12000
5157,8685949267,4500,0,0,0,4500
5158,8685682907,9000,0,0,0,9000
5160,8685692080,9000,0,0,0,9000
5162,8695041202,4500,0,0,0,4500
5166,8694131270,3961,0,0,0,3961
5167,9999999999,300,0,0,0,300
5177,8683180254,73050,0,0,44073,28977
5179,8661660801,8932,0,0,3267,5665
5181,9999999999,1300,0,0,110,1190
5182,8685549578,15800,0,0,0,15800
5185,8663400550,13200,0,0,0,13200
5187,8661657123,846,0,0,0,846
5188,8661481837,180000,0,0,25500,154500
5193,8684831442,5835,0,0,0,5835
5194,8695317334,4500,0,0,0,4500
5195,8661579043,7656,0,0,1991,5665
5197,8694061440,5838,0,106566,0,112404
5198,8684738795,14000,0,0,0,14000
5199,8675708799,19600,0,0,0,19600
5201,8694284174,8664,0,0,0,8664
5207,8684828576,1000,0,0,0,1000
5208,8684922397,1200,0,400,0,1600
5209,8663938482,13000,0,0,0,13000
5215,9500690006,15000,0,0,0,15000
5219,8673114163,6794,0,0,0,6794
5222,8673023812,13000,0,0,0,13000
5228,8663945805,67000,0,700,5525,62175
5229,8694039527,6000,0,0,0,6000
5231,9999999999,3000,0,0,0,3000
5232,8673045439,21525,0,0,5689,15836
5233,8667113987,21097,0,0,0,21097
5234,8667231872,89916,0,0,49420,40496
5235,8663978965,45240,0,0,33199,12041
5236,8666887902,35318,0,0,0,35318
5237,8683218871,12699,0,0,0,12699
5238,8684266872,32400,0,0,22880,9520
5242,9999999999,17500,0,0,0,17500
5254,8686207477,108500,0,0,81703,26797
5255,8667330524,71940,0,0,41575,30365
5256,8667143094,75124,0,0,33114,42010
5259,8685946358,3900,0,0,0,3900
5260,9999999999,120,0,0,0,120
5261,8685948341,3900,0,0,0,3900
5262,8694137037,9000,0,0,0,9000
5263,8653809874,846160,0,0,223628,622532
5266,8695475600,13666,0,0,0,13666
5267,8683629947,15000,0,0,0,15000
5271,8653004496,47058,0,0,0,47058
5273,8653100794,62650,0,0,0,62650
5275,8642999920,14195,0,0,9911,4284
5277,8643907370,17531,0,0,12172,5359
5278,8673987731,142080,0,0,97531,44549
5279,8653117200,147609,0,200,94881,52928
5284,8684477669,28420,0,0,22365,6055
5286,8682292347,8220,0,0,0,8220
5291,8642580511,50900,0,0,29605,21295
5292,8642996297,64050,0,0,25335,38715
5294,8632089666,35825,0,37809,0,73634
5296,8667404484,178345,0,0,0,178345
5298,8632187516,158925,0,0,11455,147470
5302,9607400842,1357470,0,0,1357470,0
5303,8677740327,970965,0,0,0,970965
5306,8684377277,106875,0,0,82222,24653
5310,8663757164,142200,0,0,83855,58345
5311,8638303089,482700,0,0,0,482700
5325,8684387411,20250,0,712,0,20962
5327,8695408662,127900,0,2000,0,129900
5328,8621956456,200,0,0,0,200
5334,8684978970,55500,0,0,33485,22015
5335,8632451324,27165,0,0,20850,6315
5337,8695138693,10000,0,0,0,10000
5338,8673029646,600,0,0,0,600
5342,9999999999,19231,0,0,10996,8235
5345,8673029548,4000,0,0,0,4000
5346,8663776442,451000,0,0,271920,179080
5352,8684925171,3600,0,2000,5600,0
5353,9999999999,9340,0,0,0,9340
5354,8672383237,6000,0,0,0,6000
5355,9999999999,9450,0,0,0,9450
5357,8673362340,62233,0,0,0,62233
5358,8663988263,45598,0,0,28902,16696
5359,8684382601,2500,0,0,0,2500
5361,8652180189,193452,0,0,51127,142325
5363,8694039302,5001,0,0,0,5001
5365,8673187621,36758,0,0,23299,13459
5366,9999999999,5838,0,0,0,5838
5367,8673198031,28080,0,0,18560,9520
5368,8684179479,14265,0,0,0,14265
5372,8632079771,14146,0,0,0,14146
5373,8684930602,14000,0,0,14000,0
5375,8632159256,51129,0,0,30328,20801
5378,8674686774,10080,0,0,0,10080
5379,8653882482,233000,0,0,163682,69318
5380,9999999999,6468,0,0,0,6468
5388,8683968326,9567,0,0,0,9567
5391,8684272033,19875,0,900,0,20775
5393,8695563202,500,0,0,0,500
5395,8653889807,161250,0,0,124055,37195
5396,8695564117,500,0,0,0,500
5397,8683631220,10735,0,0,0,10735
5400,8695566055,500,0,0,0,500
5408,8684913938,1500,0,0,0,1500
5409,7654116662,17700,0,0,0,17700
5416,8695259007,9000,0,0,0,9000
5417,8661468638,32340,0,0,8547,23793
5418,8632157216,61513,0,0,36487,25026
5420,8694021016,6000,0,44566,0,50566
5424,8694033889,3900,0,0,0,3900
5425,8684922373,5000,0,0,0,5000
5428,8694031639,7648,0,0,0,7648
5429,8695680349,1250,0,0,0,1250
5431,8674622407,56400,0,0,35940,20460
5433,8694042157,7333,0,0,0,7333
5437,8685745611,10000,0,0,0,10000
5438,8683275868,15575,0,1500,0,17075
5440,8684929554,5073,0,0,0,5073
5445,8684928002,15000,0,0,0,15000
5447,8673291886,44688,0,0,28325,16363
5448,8674225584,21749,0,0,16204,5545
5454,8684485457,49688,0,0,40280,9408
5459,8673038609,8000,0,0,0,8000
5460,8695109349,9279,0,0,5298,3981
5461,8684361522,63750,0,0,43520,20230
5465,8642788123,8683,0,0,2714,5969
5470,8643800598,24525,0,1500,4991,21034
5472,8643810560,16674,0,0,0,16674
5482,8643708121,7280,0,0,6090,1190
5490,8694131482,6000,0,0,0,6000
5491,8663636111,12000,0,0,0,12000
5492,8663626815,10000,0,0,0,10000
5497,9999999999,18517,0,1500,0,20017
5502,8663416728,19500,0,1500,0,21000
5503,8663416636,5792,0,0,0,5792
5504,7651384119,21290,0,0,5523,15767
5508,8663626917,6000,0,0,0,6000
5509,8684271346,13250,0,1500,0,14750
5516,9999999999,1400,0,0,0,1400
5517,8684944879,11900,0,0,3145,8755
5518,8684956415,18762,0,0,3672,15090
5519,8695229087,21200,0,0,2035,19165
5521,9999999999,160,0,0,0,160
5524,9999999999,400,0,0,280,120
5525,8683933576,10000,0,0,0,10000
5527,8695211808,7000,0,10200,17200,0
5534,8685587881,10000,0,0,0,10000
5539,9999999999,5228,0,0,0,5228
5540,8684348641,19305,0,0,15412,3893
5545,8663410049,28600,0,0,0,28600
5548,8672299841,18823,0,1500,0,20323
5549,8695357888,2400,0,0,0,2400
5552,8684274124,2500,0,0,0,2500
5553,8695358835,7580,0,0,0,7580
5556,8682721607,15600,0,0,0,15600
5560,9999999999,4065,0,0,0,4065
5561,9999999999,5916,0,0,0,5916
5563,9999999999,5085,0,0,0,5085
5564,8672271660,6908,0,0,0,6908
5571,8653026562,13000,0,0,0,13000
5573,8684101143,33750,0,0,0,33750
5577,8694580134,3000,0,0,0,3000
5582,8673460297,264000,0,0,159280,104720
5583,9999999999,4065,0,0,0,4065
5584,9999999999,5916,0,0,0,5916
5585,8661759012,559,0,0,0,559
5586,8673024462,8000,0,0,8000,0
5592,8695235431,25000,0,37509,0,62509
5593,8675909141,24045,0,0,0,24045
5594,8684162806,18398,0,0,10568,7830
5595,8684063778,286875,0,0,142592,144283
5596,8684047136,87500,0,0,0,87500
5598,8674877763,38025,0,0,12075,25950
5600,8685840068,19240,0,0,12730,6510
5601,8695322073,14085,0,0,1240,12845
5604,8673023552,6000,0,0,0,6000
5610,8642895857,31770,0,0,19000,12770
5612,8643619145,113976,0,0,0,113976
5614,8674203423,64435,0,0,48510,15925
5615,8674203753,69038,0,0,53113,15925
5617,8663161628,28000,0,0,14800,13200
5619,9999999999,60000,0,0,0,60000
5620,8672074699,146300,0,0,38665,107635
5623,9999999999,8680,0,0,3530,5150
5624,9999999999,42000,0,0,18900,23100
5625,9999999999,1200,0,0,0,1200
5637,9999999999,5000,0,0,0,5000
5639,8673798869,70000,0,0,0,70000
5641,9999999999,120,0,0,0,120
5643,8674960488,120488,0,0,89393,31095
5644,9999999999,37425,0,500,0,37925
5645,8684299140,28661,0,100,15560,13201
5646,8695002200,100830,0,0,60834,39996
5647,8684189544,14651,0,23,0,14674
5648,8676828455,86200,0,0,58715,27485
5653,8674735051,58340,0,0,36884,21456
5658,9999999999,4400,0,0,0,4400
5659,8673014261,6897,0,0,0,6897
5663,8684851607,83723,0,0,51536,32187
5665,8686727798,37527,0,0,0,37527
5666,8695196816,145000,0,0,74725,70275
5674,8694059586,78200,0,0,40977,37223
5675,8683632697,10000,0,0,0,10000
5676,8695866989,3750,0,0,0,3750
5677,8661695312,7266,0,0,0,7266
5680,8653996915,32182,0,0,23971,8211
5681,8663134255,102470,0,0,0,102470
5684,8663791327,48000,0,0,28960,19040
5685,8664611356,56000,0,0,39340,16660
5686,8664301688,151560,0,54787,106471,99876
5689,8695118254,3200,0,0,0,3200
5690,8694023501,24048,0,500,0,24548
5697,8674699226,8745,0,0,0,8745
5698,8661661660,8932,0,0,0,8932
5699,9999999999,2397,0,0,0,2397
5702,8695370331,2584,0,0,0,2584
5706,8684103434,33750,0,0,20362,13388
5708,8684041312,63075,0,0,43059,20016
5711,8695222327,18000,0,0,0,18000
5713,9501604274,150000,0,0,0,150000
5715,8685373185,15000,0,0,0,15000
5719,8683306128,12000,0,0,0,12000
5720,8695447189,12000,0,0,0,12000
5721,8663315677,11025,0,0,10125,900
5726,9999999999,24500,0,0,12950,11550
5727,8674986277,10647,0,300,9022,1925
5729,8642382795,10000,0,0,0,10000
5734,8684591747,88125,0,500,49920,38705
5736,8667714948,83200,0,0,0,83200
5741,9999999999,900,0,0,0,900
5742,8685742361,28420,0,0,0,28420
5744,8674963881,7840,0,0,7510,330
5745,8686506905,922160,0,4995,703680,223475
5749,8642379903,103253,0,0,72718,30535
5751,8673038236,8000,0,0,0,8000
5755,8694121981,6638,0,0,0,6638
5758,8683842518,30900,0,43,0,30943
5762,8695379041,11000,0,0,8350,2650
5763,8662379636,14400,0,0,12960,1440
5764,8662389755,9900,0,0,8910,990
5767,8695278460,2584,0,0,2434,150
5768,8653024397,6810,0,0,6510,300
5769,8653546082,241950,0,0,186770,55180
5772,8674986278,10647,0,300,9022,1925
5777,8695281539,81200,0,73002,43166,111036
5778,9999999999,1200,0,0,0,1200
5781,8685630202,15984,0,114516,0,130500
5782,8695453115,9000,0,0,0,9000
5787,8685338605,80010,0,0,0,80010
5788,8684471948,66280,0,0,51947,14333
5789,9999999999,9006,0,0,0,9006
5794,8663717560,19200,0,0,2720,16480
5798,8673027672,4081,0,0,0,4081
5801,8663351106,141825,0,0,101602,40223
5805,8685635176,115500,0,0,76230,39270
5806,9999999999,16520,0,0,0,16520
5808,8663928198,9990,0,0,0,9990
5809,8684966447,20111,0,0,13066,7045
5810,9999999999,1000,0,0,0,1000
5811,9999999999,2400,0,0,0,2400
5820,9999999999,4000,0,0,1500,2500
5821,8663245627,104768,0,0,75055,29713
5827,8675828762,7945,0,0,0,7945
5828,8675830245,124810,0,0,0,124810
5829,8674831109,294320,0,0,0,294320
5831,8695330548,25000,0,1800,0,26800
5832,8685640762,15000,0,0,0,15000
5833,8675734123,14562,0,0,0,14562
5834,8663234790,103050,0,0,73337,29713
5835,8653029618,17671,0,0,0,17671
5840,8685566354,10000,0,0,0,10000
5842,8685467330,177950,0,0,135598,42352
5844,8684967079,35258,0,0,12999,22259
5846,8684948099,46500,0,0,0,46500
5847,9999999999,39650,0,0,25132,14518
5849,8694047262,31250,0,0,0,31250
5858,8695305127,15000,0,0,0,15000
5861,9999999999,4000,0,0,2800,1200
5863,9999999999,9798,0,0,6823,2975
5864,8664404652,326800,0,0,254675,72125
5867,8673458518,52710,0,0,37512,15198
5868,8683047521,14000,0,0,0,14000
5873,9999999999,7945,0,0,7320,625
5878,8632659798,66983,0,0,39732,27251
5881,8684570386,84000,0,6,55440,28566
5883,8632863174,38265,0,0,22555,15710
5884,8663922449,20808,0,0,0,20808
5889,8674965783,5250,0,0,0,5250
5899,8684839090,14265,0,0,0,14265
5902,8672097835,14700,0,0,0,14700
5903,8684178227,4000,0,1500,0,5500
5905,8672098198,19200,0,0,0,19200
5908,8676184183,4000,0,0,0,4000
5910,8666895021,11325,0,0,0,11325
5912,8695332453,15000,0,465,0,15465
5913,8695236486,7500,0,0,0,7500
5914,8695331387,25000,0,40730,0,65730
5918,8695453360,4500,0,0,0,4500
5927,8676802008,2573,0,0,0,2573
5930,8673027504,6000,0,0,0,6000
5934,8637524947,419700,0,0,321270,98430
5939,8684921169,2000,0,200,0,2200
5943,8684179264,6128,0,0,0,6128
5945,8642199589,7306,0,0,0,7306
5948,8667507818,15000,0,0,0,15000
5953,8694371146,23870,0,0,0,23870
5960,8695337733,44000,0,2015,0,46015
5962,9999999999,2400,0,0,0,2400
5963,9999999999,5800,0,0,0,5800
5964,8695239514,6000,0,0,0,6000
5965,8674525382,160420,0,0,100241,60179
5967,9999999999,500,0,0,0,500
5968,9999999999,3400,0,0,0,3400
5970,8685914834,44000,0,0,30160,13840
5971,8667818493,31066,0,0,0,31066
5974,8661887617,6203,0,0,0,6203
5976,8685910897,52250,0,0,35815,16435
5977,8695514241,107100,0,0,67175,39925
5987,9999999999,7416,0,0,0,7416
5989,9999999999,6000,0,0,0,6000
5992,8683263943,160800,0,0,0,160800
5996,8663423094,20350,0,0,0,20350
5997,8663748108,61800,0,0,0,61800
5999,9999999999,6810,0,0,0,6810
6000,9999999999,4898,0,0,0,4898
6003,8686803008,6250,0,0,0,6250
6004,8683448109,84000,0,0,50680,33320
6007,8683559685,52500,0,0,0,52500
6008,8683654266,41750,0,0,0,41750
6010,8683934861,8000,0,0,0,8000
6011,8683932352,9200,0,0,0,9200
6012,8683457548,31415,0,0,0,31415
6015,8695268345,8500,0,0,1930,6570
6021,8684078614,14500,0,1500,0,16000
6022,8673639746,11000,0,0,0,11000
6025,8663710338,14750,0,0,0,14750
6026,8663710634,14750,0,0,0,14750
6029,8622980535,17350,0,0,0,17350
6030,8663629189,14750,0,0,0,14750
6031,8663629485,14750,0,0,0,14750
6034,8666892140,55240,0,500,38806,16934
6039,8632960232,83625,0,0,30187,53438
6041,8683694650,33000,0,0,23485,9515
6042,8683487540,42000,0,0,29890,12110
6043,8673958781,40530,0,0,28844,11686
6047,9999999999,320,0,0,0,320
6048,9999999999,200,0,0,0,200
6049,8684611967,99990,0,0,71160,28830
6053,8683931004,10800,0,0,1275,9525
6055,8684733532,7560,0,0,4470,3090
6056,8684512249,75000,0,0,53375,21625
6057,8684825850,4000,0,0,3176,824
6058,8684326204,262575,0,0,188107,74468
6060,8684820797,4163,0,0,3338,825
6064,8677001619,30664,0,0,0,30664
6075,8643307362,29477,0,0,7790,21687
6076,8653422584,283114,0,0,217993,65121
6077,8695439109,71250,0,19500,0,90750
6079,8695221562,8000,0,0,0,8000
6080,8695129434,12000,0,0,0,12000
6084,8661674782,10500,0,0,0,10500
6087,8695531725,54000,0,4000,0,58000
6088,8684941231,21953,0,26600,0,48553
6094,8695341161,8000,0,0,0,8000
6097,8694136117,6000,0,0,0,6000
6100,8675812525,77529,0,0,6747,70782
6105,8694685690,500,0,0,0,500
6108,8653234280,7127,0,0,0,7127
6110,8661697474,8000,0,0,0,8000
6115,8663847388,5544,0,373,3741,2176
6116,8663337344,50918,0,0,23988,26930
6117,8683418618,16724,0,0,5677,11047
6119,8673288280,91000,0,0,57680,33320
6120,8673268382,47658,0,0,27035,20623
6121,9999999999,9000,0,4500,0,13500
6122,9999999999,7945,0,0,5370,2575
6123,8673399494,12600,0,0,3330,9270
6126,8673236633,108675,0,1500,42892,67283
6127,8673029520,2000,0,0,0,2000
6129,8662509523,24000,0,0,3400,20600
6130,8683760697,81600,0,0,29070,52530
6131,8684555177,77000,0,0,50820,26180
6132,8663825464,81600,0,0,30520,51080
6133,8694134046,3736,0,0,0,3736
6134,8683512653,8499,0,0,2865,5634
6137,8695331013,5000,0,0,0,5000
6139,8695238037,7200,0,0,0,7200
6140,8661958510,13000,0,0,0,13000
6143,9999999999,7542,0,0,7059,483
6144,8663645046,60000,0,0,36200,23800
6145,8654803371,52000,0,0,36530,15470
6149,8653699668,6650,0,0,3302,3348
6152,8673692474,27125,0,0,7169,19956
6154,8683140897,64470,0,0,45881,18589
6160,8643103528,10000,0,0,0,10000
6162,8662482276,25200,0,0,0,25200
6163,9999999999,1500,0,0,0,1500
6167,8673207079,4636,0,0,0,4636
6169,8684271285,3600,0,0,0,3600
6171,9999999999,3000,0,0,0,3000
6172,9999999999,1000,0,0,0,1000
6176,8684938381,5000,0,0,0,5000
6177,8695446244,12000,0,1000,0,13000
6178,8682398051,15000,0,0,0,15000
6179,8695222820,10500,0,0,0,10500
6184,8695077063,108215,0,606,0,108821
6188,8685011967,30450,0,0,0,30450
6189,8674320101,95100,0,0,62820,32280
6190,8632553613,168638,0,0,0,168638
6191,8684343146,74250,0,0,54787,19463
6192,8673639994,8000,0,0,0,8000
6193,8685005652,10735,0,0,0,10735
6194,8684177611,6000,0,0,0,6000
6195,9999999999,7183,0,0,0,7183
6196,8684576047,175000,0,0,115500,59500
6197,8684451472,171885,0,0,129405,42480
6198,8676749066,136800,0,0,90285,46515
6199,9999999999,5714,0,0,4426,1288
6201,8684385871,10000,0,0,0,10000
6203,8684220501,132000,0,0,79640,52360
6204,8676080741,25877,0,400,0,26277
6205,9999999999,8947,0,0,0,8947
6207,8671182458,4080,0,0,0,4080
6210,9999999999,320,0,0,0,320
6211,9999999999,180,0,0,0,180
6212,9999999999,1200,0,0,0,1200
6216,8695339333,9000,0,0,0,9000
6217,8684462223,7300,0,51,0,7351
6222,8695381183,118318,0,0,3402,114916
6225,8684591136,39400,0,0,0,39400
6226,8685083829,135500,0,0,64770,70730
6227,8695345775,14000,0,0,0,14000
6228,8685078635,75600,0,0,53109,22491
6229,8695352485,28000,0,0,15890,12110
6230,9999999999,23100,0,0,0,23100
6231,9999999999,5872,0,0,0,5872
6233,8641836129,789500,0,0,268430,521070
6234,8664324232,8713,0,0,1632,7081
6236,8631083254,12800,0,0,7735,5065
6238,8695468387,600,0,0,0,600
6245,8695920721,38125,0,0,0,38125
6246,9999999999,38125,0,0,0,38125
6248,8695553384,63000,0,5000,0,68000
6249,8674795738,793500,0,0,0,793500
6253,9999999999,12950,0,0,3422,9528
6255,9999999999,9429,0,0,4624,4805
6259,8671060549,12000,0,0,0,12000
6262,8695149592,17996,0,0,12936,5060
6264,8695330767,113,0,0,0,113
6266,8549651079,97400,0,0,97400,0
6270,8696839235,72200,0,0,0,72200
6273,8694683052,2600,0,0,0,2600
6280,9999999999,6931,0,0,4907,2024
6283,8695341348,15350,0,3500,0,18850
6284,8632880748,25850,0,0,0,25850
6285,8666788393,32269,0,0,22225,10044
6286,8695344841,10000,0,0,0,10000
6287,8684739229,2846,0,0,0,2846
6291,8653213439,83170,0,0,61806,21364
6292,8694091858,30900,0,0,22250,8650
6293,8684981998,217796,0,0,143916,73880
6295,8695110750,75000,0,0,49050,25950
6296,8662628977,118400,0,0,67192,51208
6297,8694198744,39000,0,0,27755,11245
6298,8662927428,644400,0,0,346165,298235
6300,8661578223,6633,0,0,0,6633
6301,8653023800,11251,0,0,3516,7735
6303,8662840069,16425,0,0,7500,8925
6307,8661751629,7646,0,0,2628,5018
6308,8653304673,5230,0,0,4174,1056
6310,8661853265,738,0,0,0,738
6311,8661846554,6434,0,0,4504,1930
6313,8695237604,13200,0,0,0,13200
6314,8671033834,13376,0,0,9363,4013
6315,8671475969,14940,0,0,10458,4482
6317,8667415472,15000,0,1500,0,16500
6319,8622819824,13154,0,0,0,13154
6322,9999999999,7945,0,0,5370,2575
6325,9999999999,7945,0,0,0,7945
6326,9999999999,9128,0,0,0,9128
6327,8663988560,45240,0,0,0,45240
6328,8683680032,132000,0,0,0,132000
6329,8694068815,131325,0,0,0,131325
6332,8642199654,2295,0,0,0,2295
6342,8685566275,11000,0,0,0,11000
6343,9999999999,1200,0,0,0,1200
6345,8661993152,4878,0,0,0,4878
6348,8631330787,352200,0,0,155535,196665
6349,8622961815,18850,0,0,12900,5950
6354,9999999999,21000,0,0,0,21000
6355,7692309511,15000,0,200,0,15200
6356,8631376122,173100,0,0,47092,126008
6359,8694395622,1000,0,0,0,1000
6361,9999999999,5714,0,0,0,5714
6362,9999999999,11725,0,0,0,11725
6363,9999999999,10248,0,0,0,10248
6368,8695362644,3636,0,0,866,2770
6377,8632455351,61393,0,0,38914,22479
6378,8684936329,4000,0,0,0,4000
6379,8684492650,10000,0,800,0,10800
6382,8694366554,24800,0,0,0,24800
6383,8685666616,130000,0,0,66200,63800
6385,9999999999,1200,0,0,0,1200
6387,8685566431,10000,0,0,0,10000
6390,9999999999,7337,0,0,0,7337
6392,9999999999,23100,0,0,12210,10890
6394,8683216209,46200,0,0,33220,12980
6395,9999999999,300,0,0,0,300
6398,8676657437,15000,0,200,0,15200
6400,8673856677,106000,0,0,72290,33710
6409,8663701151,7416,0,0,0,7416
6410,8684261372,2000,0,0,0,2000
6412,8642878193,99400,0,0,26270,73130
6422,8676818011,126910,0,0,0,126910
6425,8569190489,1250,0,200,0,1450
6428,8684970685,49680,0,0,27784,21896
6429,8654901046,104120,0,0,73144,30976
6432,8673029933,3600,0,0,0,3600
6437,8694131407,6000,0,0,0,6000
6443,8676068450,38000,0,0,23925,14075
6446,8653668459,46800,0,0,31650,15150
6448,8569185435,29475,0,200,29675,0
6449,8666982285,84720,0,0,50631,34089
6451,8676066546,25560,0,0,19585,5975
6457,8673263366,132600,0,0,80002,52598
6458,8673049919,3400,0,0,3400,0
6460,8673496396,14000,0,0,3700,10300
6464,8643409577,11900,0,0,0,11900
6466,9999999999,360,0,0,0,360
6468,9999999999,840,0,0,0,840
6469,8684248742,88044,0,0,64966,23078
6470,9999999999,1200,0,0,0,1200
6471,9999999999,1000,0,0,0,1000
6475,8683493307,16200,0,0,11440,4760
6480,8642463698,21000,0,0,0,21000
6482,8642590286,2238,0,0,0,2238
