REID,Pin Num,Land Value , Bldg Value , Misc Imprv Value ,  Deferred & Exempt Value,Total Taxable Value
3,9500693882,120000,0,0,0,120000
6,9501307209,5000,0,0,0,5000
12,8601563225,40087,0,0,27237,12850
13,9500489419,3000,0,0,0,3000
15,8689907476,597639,0,0,597639,0
16,9501203224,17000,0,0,0,17000
33,9501308844,247000,0,18750,0,265750
34,9501317614,30000,0,10199,0,40199
39,9500487663,150000,0,0,0,150000
42,9500488658,150000,0,16062,0,166062
43,9500390371,40000,0,2002,0,42002
47,9500383321,170000,0,14530,0,184530
48,9500382265,170000,0,0,0,170000
60,8695228872,15000,0,0,0,15000
61,8695229687,3498,0,0,0,3498
63,8695320971,1500,0,0,0,1500
67,9501301782,4000,0,0,0,4000
69,9500593211,150000,0,0,0,150000
70,9501303147,52000,0,0,0,52000
75,9500170349,195500,0,0,0,195500
84,9500798852,13500,0,0,0,13500
88,8695212241,10370,0,0,0,10370
89,9501212893,13000,0,0,0,13000
90,9501304019,52000,0,0,0,52000
98,8676851082,12000,0,0,0,12000
110,9500582753,3000,0,0,0,3000
114,9500392662,136000,0,18750,0,154750
119,9500191539,862500,0,46997,0,909497
121,9500272610,3163,0,0,0,3163
122,9500374761,5000,0,0,0,5000
123,9500697750,120000,0,18750,0,138750
124,9500375739,5000,0,0,0,5000
125,9500376837,13000,0,0,0,13000
132,9501315901,30000,0,7399,0,37399
133,9500372799,2500,0,0,0,2500
140,8653138501,18300,0,55,4650,13705
149,9500178999,102000,0,19363,0,121363
150,9500076214,75000,0,10065,0,85065
161,9500499036,150000,0,18750,0,168750
169,9500372560,5000,0,0,0,5000
170,9500371483,2625,0,0,0,2625
177,9500670720,186000,0,0,0,186000
179,9500180789,25000,0,0,0,25000
183,9500498708,84000,0,0,0,84000
186,9500482391,450000,0,40469,0,490469
190,9501318474,150000,0,0,0,150000
197,9501309478,150000,0,18752,0,168752
205,9500698547,12000,0,18750,0,30750
209,9501504398,75000,0,500,0,75500
210,9500378980,17000,0,0,0,17000
214,9501509916,2875,0,0,0,2875
219,9501519076,2875,0,0,0,2875
220,9501610169,26250,0,10000,0,36250
221,9501611117,105000,0,60655,0,165655
223,8695435221,110000,0,16502,0,126502
224,9501610093,2875,0,0,0,2875
225,9501600925,2875,0,0,0,2875
226,9500273543,3163,0,0,0,3163
227,9500272665,3163,0,0,0,3163
228,9500274608,150000,0,0,0,150000
231,9501502578,2500,0,0,0,2500
233,9500274399,9800,0,0,0,9800
236,9500473589,3465,0,0,0,3465
251,9500373516,2500,0,0,0,2500
259,9500496348,120000,0,0,0,120000
273,9500594019,150000,0,9720,0,159720
274,9500176811,102000,0,250,0,102250
275,9500176845,90000,0,0,0,90000
278,9500295483,120000,0,21250,0,141250
286,9500295175,136000,0,0,0,136000
288,9500495355,51000,0,0,0,51000
290,9500373938,150000,0,0,0,150000
292,9501305874,19500,0,0,0,19500
293,9500383387,170000,0,18750,0,188750
295,9501516155,20000,0,0,0,20000
296,9500598904,160000,0,0,0,160000
298,9501516185,10000,0,0,0,10000
300,7654959409,6734,0,0,5704,1030
301,9500271349,106560,0,19050,0,125610
306,9999999999,66287,0,0,33026,33261
308,9501318627,500,0,0,0,500
309,9501316752,30000,0,5900,0,35900
310,9500177766,110500,0,21251,0,131751
315,9501504605,5000,0,0,0,5000
317,9501612170,288750,0,103480,0,392230
318,9501417006,253000,0,26828,0,279828
320,7629957611,1714950,0,0,1261441,453509
323,7663642073,14000,0,0,0,14000
325,9500698933,12000,0,0,0,12000
328,8683547484,36720,0,800,0,37520
332,9500591339,37500,0,0,0,37500
333,9501410409,130000,0,18750,0,148750
336,9500274653,150000,0,15770,0,165770
350,9500396180,85000,0,0,0,85000
352,9501413638,186000,0,18750,0,204750
357,9500673800,17000,0,0,0,17000
359,9501213646,15000,0,0,0,15000
362,9501318760,500,0,0,0,500
364,9501315837,30000,0,4600,0,34600
374,9999999999,156000,0,6500,0,162500
382,9501412793,138000,0,46695,0,184695
384,9501218288,85000,0,0,0,85000
391,9500491331,119000,0,22293,0,141293
397,7658908688,281250,0,0,0,281250
399,9500486523,225000,0,0,112500,112500
401,8632435455,119270,0,0,52565,66705
404,9500293564,210000,0,1500,0,211500
405,9500697972,12000,0,0,0,12000
407,9500293569,480000,0,19250,0,499250
412,9500493463,150000,0,18750,0,168750
416,9501503438,5000,0,0,0,5000
417,9500380318,8500,0,869,0,9369
418,9500486350,85000,0,0,0,85000
422,9500380345,8500,0,0,0,8500
428,9501308020,150000,0,0,0,150000
430,9500372766,1250,0,0,0,1250
431,9500374912,17000,0,0,0,17000
437,9500781969,88560,0,0,88560,0
438,9500182317,350000,0,0,0,350000
441,9500591171,225000,0,0,0,225000
447,9500076650,450000,0,47476,0,497476
453,9501307434,150000,0,18750,0,168750
460,9500697900,12000,0,0,0,12000
467,9501601514,78000,0,0,0,78000
468,9501602431,150000,0,0,0,150000
477,9500487707,150000,0,0,0,150000
480,9501408371,150000,0,0,0,150000
485,9501414813,260000,0,100,0,260100
501,9501607016,150000,0,0,0,150000
502,9500271793,150000,0,19249,0,169249
505,9500371715,9000,0,0,0,9000
513,9500096589,615000,0,18750,0,633750
514,9500283980,745000,0,26657,0,771657
516,9500382475,136000,0,0,0,136000
532,9500373845,17000,0,0,0,17000
534,9500097114,75000,0,0,75000,0
537,9500389719,195500,0,0,0,195500
539,9500593543,132000,0,1000,0,133000
545,8653321610,116250,0,0,69120,47130
548,9999999999,11250,0,0,0,11250
563,9500690052,15000,0,0,0,15000
565,9501413411,190000,0,7366,0,197366
571,9500297556,212500,0,15625,0,228125
574,9500483189,18000,0,0,0,18000
575,9501425013,170000,0,0,0,170000
578,9501412320,112500,0,0,0,112500
585,9500793689,132000,0,0,0,132000
587,9501508843,170000,0,0,0,170000
588,9500085475,647000,0,0,0,647000
590,9501509862,161500,0,0,0,161500
601,9500594586,160000,0,0,0,160000
613,9500589077,114000,0,0,0,114000
621,9501405611,231000,0,17493,0,248493
625,9500592178,150000,0,0,0,150000
633,9501516128,20000,0,23002,0,43002
644,9501203157,200000,0,5000,0,205000
645,9501500408,198000,0,0,0,198000
647,9501408727,242000,0,0,0,242000
652,7691258895,16875,0,0,16875,0
653,9501209356,85000,0,20750,0,105750
659,9501214588,7200,0,0,0,7200
661,8682798459,17200,0,0,12040,5160
662,8683621132,121200,0,0,43811,77389
663,9500699744,120000,0,0,0,120000
664,8632489505,18900,0,0,0,18900
672,9501515313,45000,0,0,0,45000
676,8695430343,94500,0,30793,0,125293
677,8637548647,9581,0,0,0,9581
686,9501417199,253000,0,27092,0,280092
691,9501509023,192000,0,18750,0,210750
695,9500497285,187500,0,0,0,187500
696,9500385035,150000,0,23750,0,173750
697,9500385012,15000,0,0,0,15000
698,9500499190,150000,0,18750,0,168750
700,9501215714,9500,0,0,0,9500
702,9500794973,30000,0,0,0,30000
712,9501407464,187000,0,9207,0,196207
715,9500585023,170000,0,5800,0,175800
716,9501505515,2500,0,0,0,2500
717,9501119458,132000,0,18758,0,150758
718,7691518977,1000,0,0,0,1000
721,9501413002,47500,0,23324,0,70824
722,8606848565,80710,0,0,0,80710
731,9500696849,12000,0,0,0,12000
737,9500699966,12000,0,0,0,12000
739,9500499843,160000,0,10200,0,170200
743,9500693650,120000,0,0,0,120000
748,9500790715,120000,0,0,0,120000
749,9500593254,150000,0,0,0,150000
751,9501300432,3000,0,0,0,3000
753,9501300275,2250,0,0,0,2250
758,9500573980,186000,0,0,0,186000
760,8671074202,10500,0,0,6150,4350
763,9501501922,231000,398880,30157,0,660037
767,9500572625,330000,0,0,330000,0
783,9999999999,4095,0,0,0,4095
801,8662657746,338373,0,0,89427,248946
804,9501213842,57000,0,0,0,57000
806,9500087046,475000,0,0,0,475000
823,9501315863,30000,0,4901,0,34901
827,9501216211,25500,0,0,0,25500
831,9500496970,150000,0,0,0,150000
838,9501703611,5750,0,0,0,5750
841,9501218293,85000,0,0,0,85000
843,9501619173,6908,0,0,0,6908
844,9501711366,400,0,0,0,400
846,9501703811,10500,0,0,0,10500
847,9501706779,300,0,0,0,300
848,9501802100,8813,0,0,0,8813
849,9501803291,5700,0,0,0,5700
852,9500173751,93500,0,0,0,93500
854,9500574887,186000,347420,64110,0,597530
855,9500575825,186000,0,0,0,186000
863,9500483834,71400,0,0,0,71400
866,9501204958,144500,0,0,0,144500
867,9500580886,150000,0,0,0,150000
871,7652889984,29336,0,0,0,29336
872,9500490683,187500,0,19800,0,207300
873,9501316725,30000,0,4901,0,34901
876,8695333430,15000,0,0,0,15000
888,9500396147,20000,0,0,0,20000
890,9501314975,30000,0,10045,0,40045
892,9500175497,170000,0,21201,0,191201
897,8662399041,9324,0,0,4704,4620
900,9501324003,30000,0,0,0,30000
902,9501517194,10000,0,0,0,10000
909,9501509672,150000,0,15625,0,165625
912,9501507540,136000,0,0,0,136000
913,9500492347,144000,0,18750,0,162750
916,9501201585,153000,0,18750,0,171750
920,9501427029,285000,0,30341,0,315341
922,9500590343,22500,0,0,0,22500
924,9500499369,150000,0,4366,0,154366
930,9500399494,200000,0,171701,0,371701
932,9500171697,340000,0,0,0,340000
935,9500499605,160000,0,28596,0,188596
938,9500586210,2593,0,0,0,2593
940,9500477078,95795,0,0,0,95795
942,9500579753,36000,0,0,0,36000
943,9500370646,1500,0,0,0,1500
944,9500486587,75000,0,1000,0,76000
951,9500597844,150000,0,18750,0,168750
955,7641571807,107410,0,0,61722,45688
956,9500399973,150000,0,6102,0,156102
957,9500396231,42500,0,0,0,42500
960,9501205165,170000,0,18750,0,188750
962,9501800728,0,0,0,0,0
967,9500594195,150000,0,0,0,150000
977,9501602374,150000,143189,10200,0,303389
982,9500694909,150000,0,0,0,150000
987,9500598176,114000,0,0,0,114000
989,9500488816,37500,0,2500,0,40000
995,8613916632,9665,0,0,2867,6798
997,9500497693,160000,0,19200,0,179200
1012,9500597293,150000,0,0,0,150000
1017,9501306013,150000,0,0,0,150000
1022,9500790642,120000,0,18750,0,138750
1023,9501308316,5000,0,0,0,5000
1025,9500684067,162000,0,0,0,162000
1030,9501210877,200000,0,13125,0,213125
1031,9501600720,3000,0,0,0,3000
1032,9501600881,4000,0,0,0,4000
1033,9501600755,4000,0,0,0,4000
1035,9500496032,150000,0,20250,0,170250
1039,9500485999,150000,0,17125,0,167125
1041,9501202958,102000,0,3348,0,105348
1043,9500485946,150000,0,0,0,150000
1050,9501305115,75000,0,0,0,75000
1052,8607900633,257000,0,4000,0,261000
1053,9500077397,170000,0,19250,0,189250
1057,9999999999,12000,0,0,0,12000
1071,9501703066,144000,0,0,0,144000
1074,9500398879,150000,0,0,0,150000
1081,9500495447,126000,0,0,0,126000
1083,9501213026,90000,0,0,0,90000
1095,9501517114,10000,0,0,0,10000
1098,9501517154,20000,0,0,0,20000
1104,9500088465,300000,0,0,0,300000
1109,9501619440,500,0,0,0,500
1117,9501401145,150000,0,0,0,150000
1119,9500293663,60000,0,0,0,60000
1122,9500296523,300000,0,800,0,300800
1128,9501401630,150000,0,18750,0,168750
1131,9501601640,78000,0,0,0,78000
1138,9501410484,120000,0,19000,0,139000
1145,9500270594,150000,0,23750,0,173750
1150,9500577917,14000,0,0,0,14000
1153,9500581971,150000,0,0,0,150000
1161,9501411577,78000,0,2500,0,80500
1163,9500583059,36000,0,0,0,36000
1164,8603241576,28450,0,0,0,28450
1173,9500481717,150000,0,23950,0,173950
1175,9500499646,160000,0,18750,0,178750
1179,9500295141,112000,0,0,0,112000
1186,9501315799,30000,0,3600,0,33600
1187,9500294131,71250,0,0,0,71250
1188,9500295017,150000,0,0,0,150000
1190,9500297015,140000,0,0,0,140000
1196,7629735506,777525,0,0,513166,264359
1198,9500297057,180000,0,0,0,180000
1202,9501604071,170000,0,0,0,170000
1214,9501411375,5000,0,0,0,5000
1218,9501712057,19000,0,0,0,19000
1220,9501713314,330,0,0,0,330
1221,9501715101,446,0,0,0,446
1222,9501607670,168000,0,0,0,168000
1229,9500498891,160000,0,0,0,160000
1232,9501308072,150000,0,0,0,150000
1233,9500385349,170000,0,18750,0,188750
1234,9500591499,156000,0,3999,0,159999
1239,9500190648,187500,0,21128,0,208628
1242,9999999999,10000,0,0,0,10000
1243,9999999999,11660,0,0,0,11660
1246,9500067117,980100,0,0,980100,0
1250,9501309188,15000,0,0,0,15000
1251,9501400230,15000,0,0,0,15000
1252,9501210139,78000,0,18750,0,96750
1254,9500590792,288000,0,40478,0,328478
1257,9500096590,960000,0,34013,0,994013
1263,9500179617,3163,0,2,0,3165
1264,9500178752,3163,0,0,0,3163
1266,9500397947,150000,0,0,0,150000
1271,9500273507,3163,0,0,0,3163
1276,9999999999,10000,0,0,0,10000
1282,9500288627,150000,0,0,0,150000
1294,9500595871,160000,0,0,0,160000
1296,9501407634,198000,0,45031,0,243031
1297,8642437707,55051,0,0,17203,37848
1301,9500294074,150000,0,0,0,150000
1304,9501505600,3500,0,0,0,3500
1306,9500498654,150000,0,19150,0,169150
1312,9500252914,641464,0,0,641464,0
1314,9500272225,50000,0,0,0,50000
1318,8612784165,5500,0,0,0,5500
1320,9999999999,6000,0,0,0,6000
1321,8626447920,6000,0,0,0,6000
1322,8611650165,17075,0,0,0,17075
1323,7693669632,24659,0,0,2288,22371
1325,7691226079,54000,0,3500,0,57500
1328,7682814433,14251,0,0,0,14251
1331,8626140176,101745,0,0,0,101745
1334,8637914876,98223,0,0,19042,79181
1336,8601296530,13865,0,0,0,13865
1337,8601189426,1375,0,0,0,1375
1340,8641697954,1018710,0,899,664625,354984
1341,7672998702,29450,0,0,0,29450
1342,8612858461,58988,0,0,37389,21599
1344,7694662053,46125,0,0,31488,14637
1347,7681879264,54544,0,0,0,54544
1348,8617953875,9600,0,0,1360,8240
1349,8626338211,19125,0,3000,0,22125
1351,8612065330,81390,0,0,55228,26162
1353,9500184932,195000,0,0,0,195000
1354,7691185008,6678,0,0,6678,0
1355,8617629985,44616,0,0,33036,11580
1357,8601158798,71120,0,0,55162,15958
1359,7691321462,30000,0,1000,0,31000
1360,7691409857,1000,0,0,0,1000
1362,8623019053,9665,0,0,2867,6798
1363,7692307621,15000,0,0,0,15000
1366,8626298852,20400,0,0,8750,11650
1367,8622086049,153888,0,0,97541,56347
1368,8616792280,148628,0,0,114939,33689
1372,8626444078,20230,0,0,0,20230
1374,8626519648,18000,0,0,0,18000
1375,8612647810,11400,0,0,0,11400
1376,7691469034,245100,0,0,189307,55793
1377,9999999999,5400,0,0,2025,3375
1378,7691552145,51000,0,0,35827,15173
1380,9999999999,119600,0,0,75808,43792
1381,8622746400,172900,0,0,126882,46018
1383,7691220025,500,0,0,0,500
1385,8626944772,12000,0,0,0,12000
1387,8600620630,31500,0,0,0,31500
1389,9999999999,11000,0,3000,0,14000
1392,9999999999,700,0,0,0,700
1393,9999999999,400,0,0,0,400
1394,8622657834,135915,0,0,86149,49766
1395,8601423988,22658,0,0,0,22658
1396,8622881668,25625,0,0,0,25625
1397,8613043735,20687,0,0,2363,18324
1398,8603944856,25717,0,0,2703,23014
1400,7691223090,1000,0,0,0,1000
1401,7691223041,1000,0,0,0,1000
1402,7691222092,1000,0,0,0,1000
1404,7691222043,1000,0,0,0,1000
1405,7691534612,12000,0,0,0,12000
1412,7691601587,1100,0,0,0,1100
1418,8636481580,83808,0,0,69656,14152
1421,8683945070,8600,0,0,0,8600
1422,8651457641,695400,0,0,527345,168055
1425,8601091174,10075,0,0,0,10075
1427,8637044432,241500,0,0,186760,54740
1429,8601950072,15792,0,0,14364,1428
1430,8601286882,8784,0,0,0,8784
1431,7691996281,20536,0,0,0,20536
1432,8657132640,118192,0,0,11522,106670
1433,8637333433,1905225,0,0,1473374,431851
1434,7691444180,3160,0,0,0,3160
1435,9999999999,8220,0,0,0,8220
1437,7691158382,14340,0,0,5700,8640
1438,8601835718,46110,0,27541,25727,47924
1439,8601854539,38949,0,0,25989,12960
1440,7691250182,4801,0,0,0,4801
1448,8621488648,65000,0,0,41200,23800
1449,9500294027,20000,0,0,0,20000
1450,7673812851,4244,0,0,3949,295
1451,7692045828,49800,0,0,7055,42745
1454,8613039521,19790,0,0,0,19790
1456,8612844110,5000,0,0,0,5000
1457,8612750418,17867,0,0,0,17867
1458,7682694589,45562,0,0,15463,30099
1459,7673840649,121750,0,0,0,121750
1460,8612840886,65065,0,0,41241,23824
1461,8612747437,12188,0,0,8618,3570
1465,8601830073,22812,0,600,0,23412
1466,8600298494,5000,0,0,0,5000
1467,9999999999,2810,0,0,0,2810
1468,9999999999,134995,0,3000,74139,63856
1469,8611641142,12300,0,0,5933,6367
1471,8612650123,86450,0,0,0,86450
1472,8638536851,1026690,0,0,0,1026690
1475,7691404355,17000,0,0,0,17000
1476,8617863115,106260,0,0,0,106260
1479,7673934031,7440,0,0,5990,1450
1481,8612341455,128908,0,0,73269,55639
1482,7673930347,8190,0,0,6305,1885
1483,8606729074,123792,0,0,91171,32621
1486,7691405343,1000,0,0,0,1000
1487,7691406506,1000,0,0,0,1000
1488,8602895667,229200,0,0,129740,99460
1491,9999999999,360360,0,0,228413,131947
1493,8622842027,18684,0,0,13543,5141
1495,9999999999,135168,0,0,77773,57395
1496,8612729292,97500,0,0,61800,35700
1497,9999999999,9600,0,0,0,9600
1498,8622039221,104033,0,0,65941,38092
1499,9999999999,6000,0,0,0,6000
1500,8621151887,60088,0,0,0,60088
1501,7673814869,3308,0,0,3013,295
1502,8601728865,37295,0,0,23215,14080
1503,9999999999,3896,0,0,0,3896
1505,7683141238,52150,0,51,34419,17782
1506,9999999999,3896,0,0,3463,433
1510,8613528234,82825,0,0,0,82825
1511,7691323415,54000,0,1500,0,55500
1513,7690795864,625,0,0,0,625
1514,7691320334,30000,0,4000,0,34000
1515,7691229381,30000,0,2500,0,32500
1516,8606823082,117143,0,0,85662,31481
1517,7690796830,625,0,0,0,625
1518,8606922066,119567,0,0,87722,31845
1524,8626525659,6000,0,5000,0,11000
1525,7694538667,288750,0,0,197120,91630
1529,8601304780,2500,0,0,1310,1190
1531,9999999999,4500,0,0,4500,0
1532,8600394449,8652,0,0,0,8652
1533,8600397858,7304,0,0,0,7304
1535,9999999999,1000,0,0,0,1000
1536,7691549601,16520,34791,0,0,51311
1537,8636480436,91088,0,0,76080,15008
1538,8621109089,36226,0,0,0,36226
1539,8626537316,750,0,0,0,750
1540,7691544176,9000,0,9774,0,18774
1543,7691224050,14000,0,7051,0,21051
1544,9999999999,225615,0,0,143005,82610
1547,8612823264,97500,0,0,61800,35700
1549,8612440567,223236,0,18800,110298,131738
1551,8666874922,23144,0,0,0,23144
1552,8601526341,4940,0,0,0,4940
1554,9999999999,2000,0,0,0,2000
1558,8666981922,18231,0,0,0,18231
1559,8600884151,624,0,0,0,624
1560,8600371700,2376,0,0,0,2376
1561,9999999999,624,0,0,0,624
1564,7692103026,323400,0,0,224800,98600
1567,8600883342,854,0,0,0,854
1568,8601802632,1680,0,0,0,1680
1569,8601072725,261969,0,0,171245,90724
1570,8621291677,8000,0,32836,0,40836
1571,8600575722,3312,0,0,0,3312
1572,7691630419,12000,0,1000,0,13000
1574,9999999999,1039,0,0,0,1039
1575,7683130533,8000,0,0,0,8000
1576,8601082324,24188,0,0,18238,5950
1577,9999999999,5000,0,0,0,5000
1578,9999999999,115148,0,0,72986,42162
1579,9999999999,141473,0,0,89672,51801
1580,9999999999,7609,0,0,5593,2016
1582,7673929886,11000,0,300,0,11300
1589,8601186899,16858,0,0,12680,4178
1592,8600782487,16520,0,0,0,16520
1594,8612697434,60645,0,0,44504,16141
1595,8613502370,39555,0,0,24348,15207
1601,8657643207,10000,0,0,0,10000
1604,8606828047,120935,0,5519,67172,59282
1606,8628444436,10060,0,0,0,10060
1607,7692937804,918147,0,0,0,918147
1610,7692709453,9289,0,0,0,9289
1611,9999999999,3498,0,0,3168,330
1614,8601177270,174200,0,3800,122375,55625
1619,7694288360,621788,0,0,421877,199911
1620,7691631291,12000,0,400,0,12400
1621,7695505331,17300,0,0,0,17300
1623,8647603197,307913,0,0,238119,69794
1625,8647627251,55000,0,0,41910,13090
1627,8647743070,27000,0,0,3825,23175
1632,7683133550,11000,0,23286,0,34286
1633,8647802585,3043,0,0,2536,507
1635,7683134537,11000,0,0,0,11000
1638,8636864725,238560,0,0,184486,54074
1639,7694059982,935063,0,0,638336,296727
1640,8636788606,156555,0,0,121069,35486
1642,7683137888,10000,0,1100,0,11100
1643,8622750769,135915,0,0,0,135915
1644,8622774706,2500,0,0,0,2500
1645,8600374562,2376,0,0,0,2376
1646,7690796802,625,0,0,0,625
1648,8646146702,338125,0,0,0,338125
1656,8626540744,8000,0,0,0,8000
1658,7691354051,1800,0,0,0,1800
1659,8616092474,125700,0,0,0,125700
1661,8621853947,8000,0,200,0,8200
1665,7691328982,85000,0,13687,0,98687
1667,7691654056,12000,0,0,0,12000
1669,8626530499,8000,0,0,0,8000
1670,8617625118,30580,0,0,0,30580
1671,7691228212,30000,0,0,0,30000
1673,8626531399,6000,0,0,0,6000
1679,8636225605,60405,0,0,0,60405
1681,8636321932,61508,0,0,0,61508
1682,8606970589,107246,0,0,0,107246
1683,7691536577,12000,0,1000,0,13000
1684,8626940534,5000,0,0,0,5000
1685,7691610010,2892,0,0,2892,0
1686,8657924926,53588,0,0,0,53588
1692,8636355124,5000,0,0,0,5000
1693,7683047210,37787,0,0,25054,12733
1696,8636258439,103088,0,0,0,103088
1700,7683044062,10333,0,0,4050,6283
1702,7691608726,316,0,0,0,316
1704,7682631378,89850,0,0,0,89850
1705,8601372611,15053,0,1500,10828,5725
1706,8621383760,117000,0,0,85860,31140
1709,8612695061,114725,0,0,72718,42007
1710,8613400813,73013,0,0,50047,22966
1711,9999999999,6000,0,0,0,6000
1712,9999999999,959,0,0,0,959
1718,9999999999,200,0,0,140,60
1722,8601276352,1100,0,0,0,1100
1730,8676802008,7215,0,0,0,7215
1732,8601856835,97240,0,0,68311,28929
1733,8626473750,30450,0,0,24500,5950
1734,9999999999,6000,0,0,0,6000
1736,8636451545,12000,0,0,0,12000
1737,9999999999,959,0,0,0,959
1740,7691443215,2742,0,0,1927,815
1741,8636352056,12000,0,0,0,12000
1742,7691449321,18000,0,0,18000,0
1744,7682714637,44100,0,0,6247,37853
1745,8601246270,10000,0,0,0,10000
1746,7682911616,26341,0,500,16345,10496
1748,7692241644,16184,0,0,4277,11907
1749,8647609471,167500,0,0,127635,39865
1750,8647823260,75075,0,0,58058,17017
1751,7692035012,46500,0,0,28055,18445
1756,9999999999,3498,0,0,0,3498
1757,8695239443,70000,0,40000,0,110000
1759,8601541335,102375,0,0,78760,23615
1760,8600294801,5823,0,0,0,5823
1761,7692053069,9600,0,0,4320,5280
1764,7683238840,64000,0,5002,36295,32707
1765,8601538439,81825,0,0,62951,18874
1766,8636227880,115560,0,0,0,115560
1767,8601622801,9345,0,0,7560,1785
1768,8601629067,18210,0,0,12709,5501
1769,8627628067,1060903,0,0,685399,375504
1770,8627540114,31500,0,0,8325,23175
1772,8667029136,92715,0,0,1748,90967
1774,8683731879,15000,0,0,0,15000
1776,8636932158,8150,0,0,0,8150
1777,8616865200,157500,0,0,121800,35700
1779,8617951295,7986,0,0,0,7986
1780,7683314206,146766,0,0,79976,66790
1784,8616887861,204750,0,0,158340,46410
1785,8626438635,16625,0,0,0,16625
1787,7683445153,234683,0,0,140513,94170
1789,7691750641,10000,0,0,0,10000
1790,7691630379,15000,0,0,15000,0
1795,8600377269,2376,0,0,0,2376
1796,7673811834,11637,0,0,0,11637
1797,7673810806,6038,0,0,0,6038
1802,8600289302,1600,0,0,0,1600
1804,8601345162,18049,0,0,12813,5236
1807,8626449050,14000,0,0,14000,0
1811,8613707564,26910,0,0,18342,8568
1812,8626631421,14250,0,1500,0,15750
1814,8600391986,10071,0,27850,0,37921
1817,8626449114,9000,0,0,0,9000
1819,8621673882,6695,0,0,0,6695
1822,7691895725,13000,0,0,0,13000
1824,8612475668,4000,0,0,0,4000
1826,8621822000,10000,0,0,0,10000
1828,8626956268,30450,0,0,0,30450
1833,8601421347,29718,0,0,0,29718
1834,8626534565,5000,0,0,0,5000
1837,9999999999,200,0,0,0,200
1838,8600376329,2376,0,0,0,2376
1839,8601346686,113805,0,44009,91929,65885
1841,7691628832,23790,0,0,16650,7140
1844,8611933398,151376,0,0,57890,93486
1847,8622855112,27585,0,0,0,27585
1848,8600588606,14208,0,0,4688,9520
1849,8600666951,2880,0,0,2160,720
1850,7690799592,6248,0,0,0,6248
1856,7691549789,7000,0,0,0,7000
1857,8601317161,17950,0,0,0,17950
1858,8601725539,39000,0,0,28620,10380
1859,7691460052,44650,0,0,34486,10164
1860,8601350167,28350,0,117289,0,145639
1861,8621077490,187200,0,0,118656,68544
1862,8622844660,27585,0,0,18279,9306
1864,8601315736,82550,0,0,52324,30226
1865,7673648706,16770,0,0,0,16770
1866,7691634945,7500,0,0,0,7500
1868,7691899381,13000,0,0,0,13000
1869,7683124671,112150,0,0,59939,52211
1870,7691409983,1000,0,0,0,1000
1871,7691221084,200,0,0,0,200
1873,7691409800,1000,0,0,0,1000
1874,8601372946,13125,0,0,0,13125
1885,7691182230,16000,0,1500,0,17500
1886,7662652083,39500,0,0,0,39500
1888,7692821043,153780,0,0,26640,127140
1890,8601008532,12600,0,0,0,12600
1891,8611646307,8960,0,0,0,8960
1892,7692265271,6582,0,0,0,6582
1893,7690677266,1916,0,0,1341,575
1895,7691729600,18270,0,0,7815,10455
1898,8600276713,1200,0,0,0,1200
1900,7682921879,6500,0,0,0,6500
1901,7682187872,29700,0,0,10195,19505
1904,8601118905,31750,0,10000,0,41750
1907,7682955725,29300,0,0,0,29300
1908,8601089488,10075,0,0,0,10075
1909,9999999999,10200,0,0,0,10200
1910,7691851901,176000,0,0,123640,52360
1911,7691989765,12000,0,0,0,12000
1913,7692044381,32820,0,100,0,32920
1914,7691445950,16250,0,0,0,16250
1918,7682545418,106375,0,0,53575,52800
1921,7682383957,2295,0,42820,2035,43080
1922,7682288220,53600,0,0,26674,26926
1923,7683415776,60445,0,51,41462,19034
1926,8600089309,2000,0,200,0,2200
1928,7683023441,15000,0,0,0,15000
1929,7682276540,1890,0,0,0,1890
1930,7673901619,32255,0,0,0,32255
1931,7683100790,12450,0,0,0,12450
1932,7682814359,9095,0,0,0,9095
1933,9999999999,2000,0,0,0,2000
1934,7691643870,15000,0,500,0,15500
1935,8600098342,1000,0,0,0,1000
1937,8601018606,264800,0,0,195772,69028
1942,8601119240,5274,0,0,0,5274
1943,7691534599,10000,0,2502,0,12502
1944,7691443936,11000,0,0,0,11000
1946,8611548474,8500,0,0,0,8500
1948,7691324686,2400,0,200,0,2600
1955,8622344605,1014650,0,0,744597,270053
1956,8612595514,4250,0,0,0,4250
1960,7691220194,250,0,0,0,250
1966,8622696085,12180,0,55,11136,1099
1967,7691512107,1000,0,0,0,1000
1969,8622393917,227500,0,0,150200,77300
1970,7691538751,18000,0,0,0,18000
1971,8622654902,135915,0,0,99741,36174
1973,7693538706,122600,0,0,59860,62740
1974,7693362565,170960,0,0,58126,112834
1976,7691173304,7696,0,0,5966,1730
1977,7691353063,1800,0,0,0,1800
1980,8621863116,8000,0,0,0,8000
1982,8621781325,92853,0,0,0,92853
1983,8626849521,10030,0,0,0,10030
1985,8612855451,59020,0,0,37410,21610
1987,8612992672,76603,0,0,0,76603
1988,8626844968,121958,0,0,0,121958
1991,7673922566,24000,0,0,24000,0
1995,8626455398,6000,0,0,0,6000
1996,8627101990,15019,0,0,0,15019
1997,8636356771,105175,0,51,0,105226
1999,7673923343,14152,0,1300,0,15452
2001,7673819711,14497,0,0,0,14497
2003,8626276090,283500,0,0,219240,64260
2004,8625486493,27062,0,0,0,27062
2005,7691402445,1000,0,0,0,1000
2006,8626400708,259298,0,0,200524,58774
